20260208 14:37:09 - MainProcess | MainThread | retriever_vector.lookup_policy:123 - INFO -查询政策: '怎么才能退票呢？'
             └ <pymysql.cursors.DictCursor object at 0x000000002B812D50>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\cursors.py", line 322, in _query
    conn.query(q)
    │    │     └ "SELECT flight_id FROM tickets WHERE ticket_no = '7240005432906569' AND passenger_id = '3442 587242'"
    │    └ <function Connection.query at 0x000000000B1D1620>
    └ <pymysql.connections.Connection object at 0x000000002B3CA240>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\connections.py", line 563, in query
    self._affected_rows = self._read_query_result(unbuffered=unbuffered)
    │    │                │    │                             └ False
    │    │                │    └ <function Connection._read_query_result at 0x000000000B1D1DA0>
    │    │                └ <pymysql.connections.Connection object at 0x000000002B3CA240>
    │    └ 2
    └ <pymysql.connections.Connection object at 0x000000002B3CA240>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\connections.py", line 825, in _read_query_result
    result.read()
    │      └ <function MySQLResult.read at 0x000000000B1D2660>
    └ <pymysql.connections.MySQLResult object at 0x0000000007D71640>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\connections.py", line 1199, in read
    first_packet = self.connection._read_packet()
                   │    └ None
                   └ <pymysql.connections.MySQLResult object at 0x0000000007D71640>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\connections.py", line 775, in _read_packet
    packet.raise_for_error()
    │      └ <function MysqlPacket.raise_for_error at 0x000000000B1D00E0>
    └ <pymysql.protocol.MysqlPacket object at 0x000000000B33E4D0>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\protocol.py", line 219, in raise_for_error
    err.raise_mysql_exception(self._data)
    │   │                     │    └ <member '_data' of 'MysqlPacket' objects>
    │   │                     └ <pymysql.protocol.MysqlPacket object at 0x000000000B33E4D0>
    │   └ <function raise_mysql_exception at 0x000000000B1799E0>
    └ <module 'pymysql.err' from 'D:\\Users\\Mengboxin\\anaconda3\\envs\\XieChengAssistant\\Lib\\site-packages\\pymysql\\err.py'>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\err.py", line 150, in raise_mysql_exception
    raise errorclass(errno, errval)
          │          │      └ "Unknown column 'flight_id' in 'field list'"
          │          └ 1054
          └ <class 'pymysql.err.OperationalError'>

pymysql.err.OperationalError: (1054, "Unknown column 'flight_id' in 'field list'")
20260225 15:13:19 - MainProcess | ThreadPoolExecutor-10_0 | log_utils.info:66 - INFO -请求退票: 乘客 3442 587242, 机票 7240005432906569
20260225 15:13:20 - MainProcess | ThreadPoolExecutor-10_0 | log_utils.exception:78 - ERROR -取消机票 7240005432906569 时发生异常
Traceback (most recent call last):

  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\threading.py", line 1032, in _bootstrap
    self._bootstrap_inner()
    │    └ <function Thread._bootstrap_inner at 0x00000000012756C0>
    └ <Thread(ThreadPoolExecutor-10_0, started 6788)>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\threading.py", line 1075, in _bootstrap_inner
    self.run()
    │    └ <function Thread.run at 0x00000000012753A0>
    └ <Thread(ThreadPoolExecutor-10_0, started 6788)>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\threading.py", line 1012, in run
    self._target(*self._args, **self._kwargs)
    │    │        │    │        │    └ {}
    │    │        │    │        └ <Thread(ThreadPoolExecutor-10_0, started 6788)>
    │    │        │    └ (<weakref at 0x000000002FB52A70; to 'ContextThreadPoolExecutor' at 0x000000002F365550>, <_queue.SimpleQueue object at 0x00000...
    │    │        └ <Thread(ThreadPoolExecutor-10_0, started 6788)>
    │    └ <function _worker at 0x0000000004F0E700>
    └ <Thread(ThreadPoolExecutor-10_0, started 6788)>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\concurrent\futures\thread.py", line 93, in _worker
    work_item.run()
    │         └ <function _WorkItem.run at 0x0000000004F0E840>
    └ <concurrent.futures.thread._WorkItem object at 0x000000002F364B90>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\concurrent\futures\thread.py", line 59, in run
    result = self.fn(*self.args, **self.kwargs)
             │    │   │    │       │    └ {}
             │    │   │    │       └ <concurrent.futures.thread._WorkItem object at 0x000000002F364B90>
             │    │   │    └ ()
             │    │   └ <concurrent.futures.thread._WorkItem object at 0x000000002F364B90>
             │    └ functools.partial(<built-in method run of _contextvars.Context object at 0x000000002F9DF040>, <function ContextThreadPoolExec...
             └ <concurrent.futures.thread._WorkItem object at 0x000000002F364B90>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\langchain_core\runnables\config.py", line 570, in _wrapped_fn
    return contexts.pop().run(fn, *args)
           │        │         │    └ ({'name': 'cancel_ticket', 'args': {'ticket_no': '7240005432906569'}, 'id': 'call_9f1a3d65b2c74c31b3fd88', 'type': 'tool_call...
           │        │         └ <bound method ToolNode._run_one of tools(tags=None, recurse=True, explode_args=False, func_accepts={'config': ('N/A', <class ...
           │        └ <method 'pop' of 'list' objects>
           └ []
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\langgraph\prebuilt\tool_node.py", line 1024, in _run_one
    return self._execute_tool_sync(tool_request, input_type, config)
           │    │                  │             │           └ {'tags': [], 'metadata': {'passenger_id': '3442 587242', 'thread_id': 'b5fb5779-ed60-4c8a-aafd-cc096406073a', 'langgraph_step...
           │    │                  │             └ 'dict'
           │    │                  └ ToolCallRequest(tool_call={'name': 'cancel_ticket', 'args': {'ticket_no': '7240005432906569'}, 'id': 'call_9f1a3d65b2c74c31b3...
           │    └ <function ToolNode._execute_tool_sync at 0x00000000090B63E0>
           └ tools(tags=None, recurse=True, explode_args=False, func_accepts={'config': ('N/A', <class 'inspect._empty'>), 'runtime': ('N/...
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\langgraph\prebuilt\tool_node.py", line 930, in _execute_tool_sync
    response = tool.invoke(call_args, config)
               │    │      │          └ {'tags': [], 'metadata': {'passenger_id': '3442 587242', 'thread_id': 'b5fb5779-ed60-4c8a-aafd-cc096406073a', 'langgraph_step...
               │    │      └ {'name': 'cancel_ticket', 'args': {'ticket_no': '7240005432906569'}, 'id': 'call_9f1a3d65b2c74c31b3fd88', 'type': 'tool_call'}
               │    └ <function BaseTool.invoke at 0x0000000009072200>
               └ StructuredTool(name='cancel_ticket', description='【取消机票/退票】\n取消用户的机票并从数据库中移除相关记录。\n\n参数：\n- ticket_no (str): 待取消的机票编号（必须通过 [f...
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\langchain_core\tools\base.py", line 642, in invoke
    return self.run(tool_input, **kwargs)
           │    │   │             └ {'callbacks': <langchain_core.callbacks.manager.CallbackManager object at 0x000000000AA4DD60>, 'tags': [], 'metadata': {'pass...
           │    │   └ {'ticket_no': '7240005432906569'}
           │    └ <function BaseTool.run at 0x0000000009072660>
           └ StructuredTool(name='cancel_ticket', description='【取消机票/退票】\n取消用户的机票并从数据库中移除相关记录。\n\n参数：\n- ticket_no (str): 待取消的机票编号（必须通过 [f...
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\langchain_core\tools\base.py", line 967, in run
    response = context.run(self._run, *tool_args, **tool_kwargs)
               │       │   │    │      │            └ {'ticket_no': '7240005432906569', 'run_manager': <langchain_core.callbacks.manager.CallbackManagerForToolRun object at 0x0000...
               │       │   │    │      └ ()
               │       │   │    └ <function StructuredTool._run at 0x0000000009072FC0>
               │       │   └ StructuredTool(name='cancel_ticket', description='【取消机票/退票】\n取消用户的机票并从数据库中移除相关记录。\n\n参数：\n- ticket_no (str): 待取消的机票编号（必须通过 [f...
               │       └ <method 'run' of '_contextvars.Context' objects>
               └ <_contextvars.Context object at 0x000000000A9E8E80>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\langchain_core\tools\structured.py", line 97, in _run
    return self.func(*args, **kwargs)
           │    │     │       └ {'ticket_no': '7240005432906569', 'config': {'tags': [], 'metadata': {'passenger_id': '3442 587242', 'thread_id': 'b5fb5779-e...
           │    │     └ ()
           │    └ <function cancel_ticket at 0x000000000B23F880>
           └ StructuredTool(name='cancel_ticket', description='【取消机票/退票】\n取消用户的机票并从数据库中移除相关记录。\n\n参数：\n- ticket_no (str): 待取消的机票编号（必须通过 [f...

> File "D:\Users\Mengboxin\Documents\Python_code_files\XieChengAssistant\tools\flights_tools.py", line 385, in cancel_ticket
    cursor.execute(
    │      └ <function Cursor.execute at 0x000000000B1B5940>
    └ <pymysql.cursors.DictCursor object at 0x000000000AA4C7D0>

  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\cursors.py", line 153, in execute
    result = self._query(query)
             │    │      └ "SELECT flight_id FROM tickets WHERE ticket_no = '7240005432906569' AND passenger_id = '3442 587242'"
             │    └ <function Cursor._query at 0x000000000B1B5E40>
             └ <pymysql.cursors.DictCursor object at 0x000000000AA4C7D0>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\cursors.py", line 322, in _query
    conn.query(q)
    │    │     └ "SELECT flight_id FROM tickets WHERE ticket_no = '7240005432906569' AND passenger_id = '3442 587242'"
    │    └ <function Connection.query at 0x000000000B1D1620>
    └ <pymysql.connections.Connection object at 0x000000000AA4E0C0>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\connections.py", line 563, in query
    self._affected_rows = self._read_query_result(unbuffered=unbuffered)
    │    │                │    │                             └ False
    │    │                │    └ <function Connection._read_query_result at 0x000000000B1D1DA0>
    │    │                └ <pymysql.connections.Connection object at 0x000000000AA4E0C0>
    │    └ 2
    └ <pymysql.connections.Connection object at 0x000000000AA4E0C0>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\connections.py", line 825, in _read_query_result
    result.read()
    │      └ <function MySQLResult.read at 0x000000000B1D2660>
    └ <pymysql.connections.MySQLResult object at 0x000000000AA4D250>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\connections.py", line 1199, in read
    first_packet = self.connection._read_packet()
                   │    └ None
                   └ <pymysql.connections.MySQLResult object at 0x000000000AA4D250>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\connections.py", line 775, in _read_packet
    packet.raise_for_error()
    │      └ <function MysqlPacket.raise_for_error at 0x000000000B1D00E0>
    └ <pymysql.protocol.MysqlPacket object at 0x0000000007F6A7A0>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\protocol.py", line 219, in raise_for_error
    err.raise_mysql_exception(self._data)
    │   │                     │    └ <member '_data' of 'MysqlPacket' objects>
    │   │                     └ <pymysql.protocol.MysqlPacket object at 0x0000000007F6A7A0>
    │   └ <function raise_mysql_exception at 0x000000000B1799E0>
    └ <module 'pymysql.err' from 'D:\\Users\\Mengboxin\\anaconda3\\envs\\XieChengAssistant\\Lib\\site-packages\\pymysql\\err.py'>
  File "D:\Users\Mengboxin\anaconda3\envs\XieChengAssistant\Lib\site-packages\pymysql\err.py", line 150, in raise_mysql_exception
    raise errorclass(errno, errval)
          │          │      └ "Unknown column 'flight_id' in 'field list'"
          │          └ 1054
          └ <class 'pymysql.err.OperationalError'>

pymysql.err.OperationalError: (1054, "Unknown column 'flight_id' in 'field list'")
20260225 15:18:40 - MainProcess | ThreadPoolExecutor-4_0 | log_utils.info:66 - INFO -开始获取乘客 3442 587242 的航班信息
20260225 15:18:43 - MainProcess | ThreadPoolExecutor-4_0 | log_utils.info:66 - INFO -成功获取乘客 3442 587242 的 3 条航班记录
20260225 15:19:27 - MainProcess | ThreadPoolExecutor-7_0 | log_utils.info:66 - INFO -请求退票: 乘客 3442 587242, 机票 7240005432906569
20260225 15:19:29 - MainProcess | ThreadPoolExecutor-7_0 | log_utils.info:66 - INFO -机票 7240005432906569 已成功取消。
20260225 15:20:29 - MainProcess | ThreadPoolExecutor-9_0 | log_utils.info:66 - INFO -开始获取乘客 3442 587242 的航班信息
20260225 15:20:33 - MainProcess | ThreadPoolExecutor-9_0 | log_utils.info:66 - INFO -成功获取乘客 3442 587242 的 1 条航班记录
20260225 15:21:21 - MainProcess | ThreadPoolExecutor-11_0 | log_utils.info:66 - INFO -搜索航班 - Dep: BSL, Arr: CDG, Start: 2026-03-09 06:11:21, End: 2026-03-09 07:41:21
